,Seat,ConstituencyTitle,CandidateName,Party,Votes,TotalValidVotes,TotalRejectedVotes,TotalVotes,TotalRegisteredVoters,Turnout,
3956,KARACHI-III,NA-241,Doctor Saeed Ahmed Afridi,Pakistan Tehreek-e-Insaf,27827,163098,968,165431,312861,52.87 %,
3957,KARACHI-III,NA-241,Haji Muhammad Barki,Pashtoonkhwa Milli Awami Party,516,163098,968,165431,312861,52.87 %,
3958,KARACHI-III,NA-241,Misbahul Alam,Jamiat Ulama-e-Islam (F),11697,163098,968,165431,312861,52.87 %,
3959,KARACHI-III,NA-241,Mohammad Laeeque Khan,Jamaat-e-Islami Pakistan,11438,163098,968,165431,312861,52.87 %,
3960,KARACHI-III,NA-241,Mohammad Mujahid Karim,Independent,107,163098,968,165431,312861,52.87 %,
3961,KARACHI-III,NA-241,Molana Rehmanuddin Shamzai,Independent,621,163098,968,165431,312861,52.87 %,
3962,KARACHI-III,NA-241,Munir Dad Khattak,Independent,94,163098,968,165431,312861,52.87 %,
3963,KARACHI-III,NA-241,Nusrah Kamran,Independent,29,163098,968,165431,312861,52.87 %,
3964,KARACHI-III,NA-241,Shahid Anjum Khan,Independent,15,163098,968,165431,312861,52.87 %,
3965,KARACHI-III,NA-241,Shakeel Ahmed,Mohajir Qaumi Movement Pakistan,101,163098,968,165431,312861,52.87 %,
3966,KARACHI-III,NA-241,Syed Afsar,Independent,190,163098,968,165431,312861,52.87 %,
3967,KARACHI-III,NA-241,Syed Ahmed Ali,Pakistan Falah Party,343,163098,968,165431,312861,52.87 %,
3968,KARACHI-III,NA-241,Syed Akhter ul Iqbal Qadri,Muttahida Qaumi Movement Pakistan,95584,163098,968,165431,312861,52.87 %,
3969,KARACHI-III,NA-241,Syed Karam Darwesh,Awami National Party,7190,163098,968,165431,312861,52.87 %,
3970,KARACHI-III,NA-241,Yousuf Rehman,Independent,590,163098,968,165431,312861,52.87 %,
3971,KARACHI-III,NA-241,Zafar Ahmed Ghori,Awami Muslim League Pakistan,12,163098,968,165431,312861,52.87 %,
3972,KARACHI-IV,NA-242,Akram Khan,Pakistan Tehreek-e-Insaf,10889,198288,3475,201670,307684,65.54 %,
3973,KARACHI-IV,NA-242,Amoon Pasha,All Pakistan Muslim League,283,198288,3475,201670,307684,65.54 %,
3974,KARACHI-IV,NA-242,Asghar Khan Moosa Khail,Independent,2754,198288,3475,201670,307684,65.54 %,
3975,KARACHI-IV,NA-242,Bari Khan,Pakistan Peoples Party Parliamentarians,2277,198288,3475,201670,307684,65.54 %,
3976,KARACHI-IV,NA-242,Ishtiaque Ahmed,Independent,421,198288,3475,201670,307684,65.54 %,
3977,KARACHI-IV,NA-242,Mehboob Alam,Muttahida Qaumi Movement Pakistan,166836,198288,3475,201670,307684,65.54 %,
3978,KARACHI-IV,NA-242,Muhammad Mukhtar Bin Hamid,Independent,211,198288,3475,201670,307684,65.54 %,
3979,KARACHI-IV,NA-242,Najeeb Ullah Khan Niazi,Pakistan Muslim League (N),9462,198288,3475,201670,307684,65.54 %,
3980,KARACHI-IV,NA-242,Taj Muhammad Khan,Jamaat-e-Islami Pakistan,5155,198288,3475,201670,307684,65.54 %,
3981,KARACHI-V,NA-243,Abdul Waseem,Muttahida Qaumi Movement Pakistan,192638,241233,3826,245243,424198,57.86 %,
3982,KARACHI-V,NA-243,Abrar Khan Baloach Advocate,Independent,327,241233,3826,245243,424198,57.86 %,
3983,KARACHI-V,NA-243,Haji Abdul Nabi Brohi,Independent,3457,241233,3826,245243,424198,57.86 %,
3984,KARACHI-V,NA-243,Muhammad Shamim Siddiqui,Independent,191,241233,3826,245243,424198,57.86 %,
3985,KARACHI-V,NA-243,Muhammad Yousuf,Jamaat-e-Islami Pakistan,8578,241233,3826,245243,424198,57.86 %,
3986,KARACHI-V,NA-243,Raaz Muhammad,Independent,220,241233,3826,245243,424198,57.86 %,
3987,KARACHI-V,NA-243,Riaz Khan,Independent,116,241233,3826,245243,424198,57.86 %,
3988,KARACHI-V,NA-243,Syed Sohail Abidi,Pakistan Peoples Party Parliamentarians,5831,241233,3826,245243,424198,57.86 %,
3989,KARACHI-V,NA-243,Zahid Hussain Hashmi,Pakistan Tehreek-e-Insaf,29875,241233,3826,245243,424198,57.86 %,
3990,KARACHI-VI,NA-244,Abdul Hai Sheikh   Qari Sahab,MUTAHIDA DEENI MAHAZ,7045,180524,13905,194457,318697,61 %,
3991,KARACHI-VI,NA-244,Farhan Ahmed Khan,Independent,12,180524,13905,194457,318697,61 %,
3992,KARACHI-VI,NA-244,Haji Umer Baz Akhwand,Independent,11,180524,13905,194457,318697,61 %,
3993,KARACHI-VI,NA-244,Khalid Masood Khan,Pakistan Tehreek-e-Insaf,26495,180524,13905,194457,318697,61 %,
3994,KARACHI-VI,NA-244,Khalid Mumtaz Advocate,Independent,316,180524,13905,194457,318697,61 %,
3995,KARACHI-VI,NA-244,Matloob Awan,Pakistan Sunni Tehreek,1162,180524,13905,194457,318697,61 %,
3996,KARACHI-VI,NA-244,Molvi Iqbal Hyder Advocate,Independent,330,180524,13905,194457,318697,61 %,
3997,KARACHI-VI,NA-244,Muhammad Ishaq Khan,Independent,54,180524,13905,194457,318697,61 %,
3998,KARACHI-VI,NA-244,Muhammad Tahir Khan,Pakistan Peoples Party Parliamentarians,1390,180524,13905,194457,318697,61 %,
3999,KARACHI-VI,NA-244,Sheikh Salahuddin,Muttahida Qaumi Movement Pakistan,133885,180524,13905,194457,318697,61 %,
4000,KARACHI-VI,NA-244,Syed Muhammad Bilal,Jamaat-e-Islami Pakistan,9230,180524,13905,194457,318697,61 %,
4001,KARACHI-VI,NA-244,Syed Younus Hussain,Independent,41,180524,13905,194457,318697,61 %,
4002,KARACHI-VI,NA-244,Tariq Mehboob,Sunni Ittehad Council,553,180524,13905,194457,318697,61 %,
4003,KARACHI-VII,NA-245,Dr Mairaj ul Huda Siddiqui,Jamaat-e-Islami Pakistan,22452,196546,12006,208313,382932,54.28 %,
4004,KARACHI-VII,NA-245,Khalid Jamal Siddiqui,Pakistan Falah Party,24,196546,12006,208313,382932,54.28 %,
4005,KARACHI-VII,NA-245,Khursheed Raja Asif,Independent,55,196546,12006,208313,382932,54.28 %,
4006,KARACHI-VII,NA-245,Muhammad Asim Ishtiaq,All Pakistan Muslim League,137,196546,12006,208313,382932,54.28 %,
4007,KARACHI-VII,NA-245,Muhammad Khan Afridi,Independent,372,196546,12006,208313,382932,54.28 %,
4008,KARACHI-VII,NA-245,Muhammad Rehan Hashmi,Muttahida Qaumi Movement Pakistan,115776,196546,12006,208313,382932,54.28 %,
4009,KARACHI-VII,NA-245,Muhammad Riaz Haider,Pakistan Tehreek-e-Insaf,54937,196546,12006,208313,382932,54.28 %,
4010,KARACHI-VII,NA-245,Rashid Naseem,Independent,145,196546,12006,208313,382932,54.28 %,
4011,KARACHI-VII,NA-245,Sardar Khan,Pakistan Peoples Party Parliamentarians,2432,196546,12006,208313,382932,54.28 %,
4012,KARACHI-VII,NA-245,Shakeel Ahmed Advocate,Independent,30,196546,12006,208313,382932,54.28 %,
4013,KARACHI-VII,NA-245,Sohail Ahmed Jameel,Independent,9,196546,12006,208313,382932,54.28 %,
4014,KARACHI-VII,NA-245,Syed Minhajuddin,Independent,143,196546,12006,208313,382932,54.28 %,
4015,KARACHI-VII,NA-245,Syed Mustafsir Hussain Bukhari,Awami Muslim League Pakistan,34,196546,12006,208313,382932,54.28 %,
4016,KARACHI-VIII,NA-246,Amir Sharjeel,Pakistan Tehreek-e-Insaf,31875,186355,15946,189405,357781,51.63 %,
4017,KARACHI-VIII,NA-246,Kanwar Aamir Sami,Awami Muslim League Pakistan,687,186355,15946,189405,357781,51.63 %,
4018,KARACHI-VIII,NA-246,Monem Zafar Khan,Independent,3514,186355,15946,189405,357781,51.63 %,
4019,KARACHI-VIII,NA-246,Muhammad Hanif,Independent,56,186355,15946,189405,357781,51.63 %,
4020,KARACHI-VIII,NA-246,Muhammad Sohaib Farooqui,Independent,32,186355,15946,189405,357781,51.63 %,
4021,KARACHI-VIII,NA-246,Rashid Nasim,Jamaat-e-Islami Pakistan,10321,186355,15946,189405,357781,51.63 %,
4022,KARACHI-VIII,NA-246,Sardar Nabeel Ahmed Gabol,Muttahida Qaumi Movement Pakistan,137874,186355,15946,189405,357781,51.63 %,
4023,KARACHI-VIII,NA-246,Shahzad Majeed,Millat Party,0,186355,15946,189405,357781,51.63 %,
4024,KARACHI-VIII,NA-246,Shahzad Majeed,Pakistan Peoples Party Parliamentarians,1716,186355,15946,189405,357781,51.63 %,
4025,KARACHI-VIII,NA-246,Sohail Ansari,Independent,280,186355,15946,189405,357781,51.63 %,
4026,KARACHI-IX,NA-247,Ameer Ali Pate Wale,Tehreek-e-Itehad Pakistan.,117,169112,4937,173969,303774,57.24 %,
4027,KARACHI-IX,NA-247,Farhan Ahmed Khan,Independent,44,169112,4937,173969,303774,57.24 %,
4028,KARACHI-IX,NA-247,Jawaid Ahmed Khan,Independent,48,169112,4937,173969,303774,57.24 %,
4029,KARACHI-IX,NA-247,Muhammad Asghar Lal,Millat Party,0,169112,4937,173969,303774,57.24 %,
4030,KARACHI-IX,NA-247,Muhammad Asghar Lal,Pakistan Peoples Party Parliamentarians,3326,169112,4937,173969,303774,57.24 %,
4031,KARACHI-IX,NA-247,Muhammad Iqbal,Independent,70,169112,4937,173969,303774,57.24 %,
4032,KARACHI-IX,NA-247,Muhammad Siddiq Rathore,Jamiat Ulama-e-Pakistan  (Noorani),3311,169112,4937,173969,303774,57.24 %,
4033,KARACHI-IX,NA-247,Muhammad Tayab Hussain,Independent,123,169112,4937,173969,303774,57.24 %,
4034,KARACHI-IX,NA-247,Rashid Siddiqui,Pakistan Tehreek-e-Insaf,35349,169112,4937,173969,303774,57.24 %,
4035,KARACHI-IX,NA-247,Sufyan Yousuf,Muttahida Qaumi Movement Pakistan,126263,169112,4937,173969,303774,57.24 %,
4036,KARACHI-IX,NA-247,Syed Adnan Haider Jafri,All Pakistan Muslim League,254,169112,4937,173969,303774,57.24 %,
4037,KARACHI-IX,NA-247,Syed Arif Mustufa,Independent,70,169112,4937,173969,303774,57.24 %,
4038,KARACHI-IX,NA-247,Zahid Muhammad,Independent,137,169112,4937,173969,303774,57.24 %,
4039,KARACHI-X,NA-248,Ghinva Bhutto,Pakistan Peoples Party (Shaheed Bhutto),527,133980,2100,136080,295536,46.04 %,
4040,KARACHI-X,NA-248,Jan Muhammad,Independent,88,133980,2100,136080,295536,46.04 %,
4041,KARACHI-X,NA-248,Master Khursheed Ahmed Memon,Independent,162,133980,2100,136080,295536,46.04 %,
4042,KARACHI-X,NA-248,Maulana Shirin Muhammad,Jamiat Ulama-e-Islam (F),9054,133980,2100,136080,295536,46.04 %,
4043,KARACHI-X,NA-248,Mir Ashfaq Baloch,Independent,125,133980,2100,136080,295536,46.04 %,
4044,KARACHI-X,NA-248,Molana Abdul Majeed Sirbazi,Independent,78,133980,2100,136080,295536,46.04 %,
4045,KARACHI-X,NA-248,Muhammad Ali Chisti,Independent,106,133980,2100,136080,295536,46.04 %,
4046,KARACHI-X,NA-248,Muhammad Rafiq,Independent,6326,133980,2100,136080,295536,46.04 %,
4047,KARACHI-X,NA-248,Muhammad Saleem,Independent,56,133980,2100,136080,295536,46.04 %,
4048,KARACHI-X,NA-248,Nabeel Ahmed Gabol,Muttahida Qaumi Movement Pakistan,6489,133980,2100,136080,295536,46.04 %,
4049,KARACHI-X,NA-248,Shabbir Khan,Independent,91,133980,2100,136080,295536,46.04 %,
4050,KARACHI-X,NA-248,ShahJahan Baloch,Pakistan Peoples Party Parliamentarians,84530,133980,2100,136080,295536,46.04 %,
4051,KARACHI-X,NA-248,Subhan Ali Sahil,Pakistan Tehreek-e-Insaf,26348,133980,2100,136080,295536,46.04 %,
4052,KARACHI-XI,NA-249,Abdul Aziz Memon,Pakistan Peoples Party Parliamentarians,64974,185457,2634,197024,304528,60.90 %,
4053,KARACHI-XI,NA-249,Dr. Muhammad Farooq Sattar,Muttahida Qaumi Movement Pakistan,109952,185457,2634,197024,304528,60.90 %,
4054,KARACHI-XI,NA-249,Mahboob Aftab Khan,Awami Muslim League Pakistan,800,185457,2634,197024,304528,60.90 %,
4055,KARACHI-XI,NA-249,Malik Matloob Ali Awan,Pakistan Sunni Tehreek,235,185457,2634,197024,304528,60.90 %,
4056,KARACHI-XI,NA-249,Muhammad Asif Siddiqui,Independent,472,185457,2634,197024,304528,60.90 %,
4057,KARACHI-XI,NA-249,Muhammad Owais Siddiqui,Jamiat Ulama-e-Pakistan  (Noorani),7647,185457,2634,197024,304528,60.90 %,
4058,KARACHI-XI,NA-249,Naeemuddin,Independent,80,185457,2634,197024,304528,60.90 %,
4059,KARACHI-XI,NA-249,Sajid Ali Shah,Independent,124,185457,2634,197024,304528,60.90 %,
4060,KARACHI-XI,NA-249,Sajid Ali Shah,Millat Party,0,185457,2634,197024,304528,60.90 %,
4061,KARACHI-XI,NA-249,Shabir Ahmed Qaim Khani,Pakistan Muslim League (F),790,185457,2634,197024,304528,60.90 %,
4062,KARACHI-XI,NA-249,Syed Irshad Ali,Independent,383,185457,2634,197024,304528,60.90 %,
4063,KARACHI-XII,NA-250,Abdul Hakeem,Independent,3,124309,1836,0,365531,35.48 %,
4064,KARACHI-XII,NA-250,Abdul Hamid Yousufi,Independent,11,124309,1836,0,365531,35.48 %,
4065,KARACHI-XII,NA-250,Arif ur Rehman Alvi,Pakistan Tehreek-e-Insaf,76305,124309,1836,0,365531,35.48 %,
4066,KARACHI-XII,NA-250,Arshad Lal Junejo,Independent,36,124309,1836,0,365531,35.48 %,
4067,KARACHI-XII,NA-250,Dr Jehanzeb Mughal,Independent,32,124309,1836,0,365531,35.48 %,
4068,KARACHI-XII,NA-250,Ghulam Muhammad Banglani,Independent,21,124309,1836,0,365531,35.48 %,
4069,KARACHI-XII,NA-250,Ghulam Muhammad Khan,Independent,10,124309,1836,0,365531,35.48 %,
4070,KARACHI-XII,NA-250,Ikhtiar Ali Channa,Independent,1,124309,1836,0,365531,35.48 %,
4071,KARACHI-XII,NA-250,Javed Ahmed Chhatari,Independent,14,124309,1836,0,365531,35.48 %,
4072,KARACHI-XII,NA-250,Khan Amanullah Khan,Pakistan Muslim League,112,124309,1836,0,365531,35.48 %,
4073,KARACHI-XII,NA-250,Khushbakht Shujat,Muttahida Qaumi Movement Pakistan,28374,124309,1836,0,365531,35.48 %,
4074,KARACHI-XII,NA-250,Mahmood Hussain Qureshi,Independent,10,124309,1836,0,365531,35.48 %,
4075,KARACHI-XII,NA-250,Malik Shamriz Awan,All Pakistan Muslim League,21,124309,1836,0,365531,35.48 %,
4076,KARACHI-XII,NA-250,Mehfooz Yar Khan,Independent,73,124309,1836,0,365531,35.48 %,
4077,KARACHI-XII,NA-250,Molvi Muhammad Iqbal Haider Advocate,Independent,95,124309,1836,0,365531,35.48 %,
4078,KARACHI-XII,NA-250,Mr Niamatullah Khan,Jamaat-e-Islami Pakistan,11149,124309,1836,0,365531,35.48 %,
4079,KARACHI-XII,NA-250,Muhammad Abdullah,Jamiat Ulama-e-Islam (F),747,124309,1836,0,365531,35.48 %,
4080,KARACHI-XII,NA-250,Muhammad Arif Mansoori,Pakistan Sunni Tehreek,133,124309,1836,0,365531,35.48 %,
4081,KARACHI-XII,NA-250,Muhammad Jibran Nasir,Independent,253,124309,1836,0,365531,35.48 %,
4082,KARACHI-XII,NA-250,Muhammad Kamran Khan,Independent,254,124309,1836,0,365531,35.48 %,
4083,KARACHI-XII,NA-250,Muhammad Qaseem,Independent,62,124309,1836,0,365531,35.48 %,
4084,KARACHI-XII,NA-250,Muhammad Rashid Hussain Rabani,Pakistan Peoples Party Parliamentarians,4556,124309,1836,0,365531,35.48 %,
4085,KARACHI-XII,NA-250,Muhammad Shafiq,Independent,13,124309,1836,0,365531,35.48 %,
4086,KARACHI-XII,NA-250,Muhammad Usman Sorthia,Independent,22,124309,1836,0,365531,35.48 %,
4087,KARACHI-XII,NA-250,Raja Arif Sultan Minhas,Independent,36,124309,1836,0,365531,35.48 %,
4088,KARACHI-XII,NA-250,Saleem Zia,Independent,658,124309,1836,0,365531,35.48 %,
4089,KARACHI-XII,NA-250,Saman Sultana Jafri,Independent,51,124309,1836,0,365531,35.48 %,
4090,KARACHI-XII,NA-250,Sardar Muhammad Iqbal,Independent,16,124309,1836,0,365531,35.48 %,
4091,KARACHI-XII,NA-250,Syed Ali Hussain,Majlis-e-Wahdat-e-Muslimeen Pakistan,429,124309,1836,0,365531,35.48 %,
4092,KARACHI-XII,NA-250,Syed Muhammad Hanif,Awami National Party,701,124309,1836,0,365531,35.48 %,
4093,KARACHI-XII,NA-250,Wasim Ahmed,Independent,11,124309,1836,0,365531,35.48 %,
4094,KARACHI-XII,NA-250,Zafar Iqbal,Independent,135,124309,1836,0,365531,35.48 %,
4095,KARACHI-XIII,NA-251,Aamir Rahseed,Independent,26,168022,1470,169492,342155,49.53 %,
4096,KARACHI-XIII,NA-251,Abdul Shakoor,Pakistan Falah Party,110,168022,1470,169492,342155,49.53 %,
4097,KARACHI-XIII,NA-251,Afaq Shafqat,Mohajir Qaumi Movement Pakistan,501,168022,1470,169492,342155,49.53 %,
4098,KARACHI-XIII,NA-251,Aftab Ahmed,Independent,64,168022,1470,169492,342155,49.53 %,
4099,KARACHI-XIII,NA-251,Maqbool Mashi,Independent,40,168022,1470,169492,342155,49.53 %,
4100,KARACHI-XIII,NA-251,Muhammad Jameel,Pakistan Sunni Tehreek,233,168022,1470,169492,342155,49.53 %,
4101,KARACHI-XIII,NA-251,Muhammad Naseem Khan,MUTAHIDA DEENI MAHAZ,462,168022,1470,169492,342155,49.53 %,
4102,KARACHI-XIII,NA-251,Qadir Buksh,Independent,25,168022,1470,169492,342155,49.53 %,
4103,KARACHI-XIII,NA-251,Raja Arif Sultan Minhas,Independent,40,168022,1470,169492,342155,49.53 %,
4104,KARACHI-XIII,NA-251,Raja Azhar Khan,Pakistan Tehreek-e-Insaf,40388,168022,1470,169492,342155,49.53 %,
4105,KARACHI-XIII,NA-251,Sher Khan Niazi,Independent,215,168022,1470,169492,342155,49.53 %,
4106,KARACHI-XIII,NA-251,Syed Ali Raza Abidi,Muttahida Qaumi Movement Pakistan,81603,168022,1470,169492,342155,49.53 %,
4107,KARACHI-XIII,NA-251,Syed Muhammad Nihal Hashmi,Pakistan Muslim League (N),13223,168022,1470,169492,342155,49.53 %,
4108,KARACHI-XIII,NA-251,Tahir Ashraf Hashmi,Independent,634,168022,1470,169492,342155,49.53 %,
4109,KARACHI-XIII,NA-251,Wazir Zada Afridi,Independent,18,168022,1470,169492,342155,49.53 %,
4110,KARACHI-XIII,NA-251,Zahid Saeed,Jamaat-e-Islami Pakistan,27166,168022,1470,169492,342155,49.53 %,
4111,KARACHI-XIII,NA-251,Zulfaqar Ali Qaim Khani,Pakistan Peoples Party Parliamentarians,6637,168022,1470,169492,342155,49.53 %,
4112,KARACHI-XIII,NA-251,Zulfiqar Ali Qaim Khani,Millat Party,0,168022,1470,169492,342155,49.53 %,
4113,KARACHI-XIV,NA-252,Adbul Rashid Godil,Muttahida Qaumi Movement Pakistan,91339,166838,4790,171628,321191,53.43 %,
4114,KARACHI-XIV,NA-252,Altaf Zikar,Independent,43,166838,4790,171628,321191,53.43 %,
4115,KARACHI-XIV,NA-252,Muhammad Farooq Ali,Jannat Pakistan Party,29,166838,4790,171628,321191,53.43 %,
4116,KARACHI-XIV,NA-252,Muhammad Husain Mehenti,Jamaat-e-Islami Pakistan,16342,166838,4790,171628,321191,53.43 %,
4117,KARACHI-XIV,NA-252,Muhammad Hussain Karimi,Majlis-e-Wahdat-e-Muslimeen Pakistan,3566,166838,4790,171628,321191,53.43 %,
4118,KARACHI-XIV,NA-252,Noor Ullah Tareen,Pashtoonkhwa Milli Awami Party,15,166838,4790,171628,321191,53.43 %,
4119,KARACHI-XIV,NA-252,Professor Engineer Rana Saeed Ahmed Zafar,Pakistan Muslim League,137,166838,4790,171628,321191,53.43 %,
4120,KARACHI-XIV,NA-252,Rehana Shadab,Independent,67,166838,4790,171628,321191,53.43 %,
4121,KARACHI-XIV,NA-252,Saleem Ullah KhanTurk,Independent,104,166838,4790,171628,321191,53.43 %,
4122,KARACHI-XIV,NA-252,Syed Ali Haider Zaidi,Pakistan Tehreek-e-Insaf,49622,166838,4790,171628,321191,53.43 %,
4123,KARACHI-XIV,NA-252,Syed Asghar Hussain,Pakistan Peoples Party Parliamentarians,3301,166838,4790,171628,321191,53.43 %,
4124,KARACHI-XIV,NA-252,Syed Bahroon Shah,MUTAHIDA DEENI MAHAZ,2580,166838,4790,171628,321191,53.43 %,
4125,KARACHI-XIV,NA-252,Tasleem Naeem,Independent,161,166838,4790,171628,321191,53.43 %,
4126,KARACHI-XV,NA-253,Arsalan Taj Hussain Ghuman,Independent,67,194979,9488,204467,519854,39.33 %,
4127,KARACHI-XV,NA-253,Asadullah Bhutto,Jamaat-e-Islami Pakistan,12651,194979,9488,204467,519854,39.33 %,
4128,KARACHI-XV,NA-253,Asif Mamon,Pakistan Muslim League (J),34,194979,9488,204467,519854,39.33 %,
4129,KARACHI-XV,NA-253,Choudry Muhammad Kausar,Independent,21,194979,9488,204467,519854,39.33 %,
4130,KARACHI-XV,NA-253,Danish Channa,Pakistan Conservative Party,48,194979,9488,204467,519854,39.33 %,
4131,KARACHI-XV,NA-253,Durreshahwar Pervez,Independent,169,194979,9488,204467,519854,39.33 %,
4132,KARACHI-XV,NA-253,Gulzar Ahmad Soomro,Sindh Taraqi Passand Party (STP),70,194979,9488,204467,519854,39.33 %,
4133,KARACHI-XV,NA-253,Hafiz Fazal Kareem Advocate,Independent,18,194979,9488,204467,519854,39.33 %,
4134,KARACHI-XV,NA-253,Hafiz Naeem Ur Rehman,Independent,8,194979,9488,204467,519854,39.33 %,
4135,KARACHI-XV,NA-253,Irshad Khan,Awami National Party,285,194979,9488,204467,519854,39.33 %,
4136,KARACHI-XV,NA-253,Khuwaja Ghulam Hussain,Pakistan Peoples Party (Shaheed Bhutto),107,194979,9488,204467,519854,39.33 %,
4137,KARACHI-XV,NA-253,Muhammad Ashraf Jabbar Qureshi,Pakistan Tehreek-e-Insaf,61913,194979,9488,204467,519854,39.33 %,
4138,KARACHI-XV,NA-253,Muhammad Murad Baloch,Pakistan Peoples Party Parliamentarians,10127,194979,9488,204467,519854,39.33 %,
4139,KARACHI-XV,NA-253,Muhammad Muzammil Qureshi,Muttahida Qaumi Movement Pakistan,101386,194979,9488,204467,519854,39.33 %,
4140,KARACHI-XV,NA-253,Muhammad Rehan Shamim,Independent,174,194979,9488,204467,519854,39.33 %,
4141,KARACHI-XV,NA-253,Muhammad Tahir Qadri,Pakistan Sunni Tehreek,58,194979,9488,204467,519854,39.33 %,
4142,KARACHI-XV,NA-253,Muhammad Yunus Barai,Independent,203,194979,9488,204467,519854,39.33 %,
4143,KARACHI-XV,NA-253,Mushtaq Ali,Mohajir Qaumi Movement Pakistan,129,194979,9488,204467,519854,39.33 %,
4144,KARACHI-XV,NA-253,Nasir Raheem,Pakistan Falah Party,49,194979,9488,204467,519854,39.33 %,
4145,KARACHI-XV,NA-253,Osama Razi,Independent,15,194979,9488,204467,519854,39.33 %,
4146,KARACHI-XV,NA-253,Qari Abdul Majeed Pitafi,MUTAHIDA DEENI MAHAZ,8242,194979,9488,204467,519854,39.33 %,
4147,KARACHI-XV,NA-253,Shaheen Munawer,All Pakistan Muslim League,53,194979,9488,204467,519854,39.33 %,
4148,KARACHI-XV,NA-253,Shahid Shah,Independent,40,194979,9488,204467,519854,39.33 %,
4149,KARACHI-XV,NA-253,Sheikh Muhammad Younus,Independent,12,194979,9488,204467,519854,39.33 %,
4150,KARACHI-XV,NA-253,Soba Khan Bhunger,Independent,6,194979,9488,204467,519854,39.33 %,
4151,KARACHI-XV,NA-253,Syed Asghar Abbas Zaidi,Majlis-e-Wahdat-e-Muslimeen Pakistan,4633,194979,9488,204467,519854,39.33 %,
4152,KARACHI-XV,NA-253,Syed Muhammad Yousuf Agha,Pashtoonkhwa Milli Awami Party,192,194979,9488,204467,519854,39.33 %,
4153,KARACHI-XV,NA-253,Syed Rehan Ali,Awami Muslim League Pakistan,37,194979,9488,204467,519854,39.33 %,
4154,KARACHI-XV,NA-253,Ubaid Ur Rehman Rashid,Independent,33,194979,9488,204467,519854,39.33 %,
4155,KARACHI-XV,NA-253,Waqar Zaka,Independent,31,194979,9488,204467,519854,39.33 %,
4156,KARACHI-XVII,NA-255,Abdul Hafeez,Independent,138,177607,1364,178971,347277,51.53 %,
4157,KARACHI-XVII,NA-255,Abdul Jameel khan,Jamaat-e-Islami Pakistan,9338,177607,1364,178971,347277,51.53 %,
4158,KARACHI-XVII,NA-255,Abdul Rehman Khan Yousufzai,Awami National Party,1213,177607,1364,178971,347277,51.53 %,
4159,KARACHI-XVII,NA-255,Afaq Shafqat,Mohajir Qaumi Movement Pakistan,6989,177607,1364,178971,347277,51.53 %,
4160,KARACHI-XVII,NA-255,Jawaid Sheikh,Pakistan Peoples Party Parliamentarians,3378,177607,1364,178971,347277,51.53 %,
4161,KARACHI-XVII,NA-255,Khalid Mehmood Ali,Pakistan Tehreek-e-Insaf,19033,177607,1364,178971,347277,51.53 %,
4162,KARACHI-XVII,NA-255,Mohammad Ayub Shan,Independent,103,177607,1364,178971,347277,51.53 %,
4163,KARACHI-XVII,NA-255,Muhammad Kaleem,Pakistan Sunni Tehreek,204,177607,1364,178971,347277,51.53 %,
4164,KARACHI-XVII,NA-255,Muhammad Sarwar Bin Pakistan,Jannat Pakistan Party,95,177607,1364,178971,347277,51.53 %,
4165,KARACHI-XVII,NA-255,Rucknuddin Taj,Independent,134,177607,1364,178971,347277,51.53 %,
4166,KARACHI-XVII,NA-255,Syed Asif Hasnain,Muttahida Qaumi Movement Pakistan,136982,177607,1364,178971,347277,51.53 %,
4167,KARACHI-XVIII,NA-256,Faisal Ahmed Hashmi,Independent,44,245821,3202,249023,459185,54.23 %,
4168,KARACHI-XVIII,NA-256,Iqbal Muhammad Ali Khan,Muttahida Qaumi Movement Pakistan,151788,245821,3202,249023,459185,54.23 %,
4169,KARACHI-XVIII,NA-256,Muhammad Khalid Khan Erashi,Independent,45,245821,3202,249023,459185,54.23 %,
4170,KARACHI-XVIII,NA-256,Muhammad Salman Ansari,Pakistan Falah Party,70,245821,3202,249023,459185,54.23 %,
4171,KARACHI-XVIII,NA-256,Muhammad Younus Barai,Independent,113,245821,3202,249023,459185,54.23 %,
4172,KARACHI-XVIII,NA-256,Muhammad Younus Khan,Awami National Party,856,245821,3202,249023,459185,54.23 %,
4173,KARACHI-XVIII,NA-256,Muhammad Zubair Khan,Pakistan Tehreek-e-Insaf,69072,245821,3202,249023,459185,54.23 %,
4174,KARACHI-XVIII,NA-256,Mushtaq Ali,Mohajir Qaumi Movement Pakistan,410,245821,3202,249023,459185,54.23 %,
