,Seat,ConstituencyTitle,CandidateName,Party,Votes,TotalValidVotes,TotalRejectedVotes,TotalVotes,TotalRegisteredVoters,Turnout
2069,Karachi-V,NA-243,Abdul Waseem,Muttahida Qaumi Movement Pakistan,167764,192133,1731,193864,333290,58.16 %
2070,Karachi-V,NA-243,Abrar Khan Baloch,Independent,90,192133,1731,193864,333290,58.16 %
2071,Karachi-V,NA-243,Farah Awan Advocate,Pakistan Muslim League (N),1862,192133,1731,193864,333290,58.16 %
2072,Karachi-V,NA-243,Syed Ajazul Hassan Jilani,Independent,118,192133,1731,193864,333290,58.16 %
2073,Karachi-V,NA-243,Tariq Mahboob,Independent,152,192133,1731,193864,333290,58.16 %
2074,Karachi-V,NA-243,Zafar Ahmed Siddiqui Advocate,Pakistan Peoples Party Parliamentarians,22147,192133,1731,193864,333290,58.16 %
2075,Karachi-VI,NA-244,Ashique Hussain Qureshi,Independent,179,185581,1492,187074,290891,64.31 %
2076,Karachi-VI,NA-244,Ghulam Qadir,Pakistan Peoples Party Parliamentarians,9271,185581,1492,187074,290891,64.31 %
2077,Karachi-VI,NA-244,Mir Wali,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,1518,185581,1492,187074,290891,64.31 %
2078,Karachi-VI,NA-244,Shaikh Salahuddin,Muttahida Qaumi Movement Pakistan,174044,185581,1492,187074,290891,64.31 %
2079,Karachi-VII,NA-245,Din Muhammad,Independent,203,168328,841,169169,344004,49.18 %
2080,Karachi-VII,NA-245,Farhat Muhammad Khan,Muttahida Qaumi Movement Pakistan,149157,168328,841,169169,344004,49.18 %
2081,Karachi-VII,NA-245,Jumma Khan  Babar,Awami National Party,301,168328,841,169169,344004,49.18 %
2082,Karachi-VII,NA-245,Muhammad Aslam Khan Khattak,Pakistan Muslim League (N),3275,168328,841,169169,344004,49.18 %
2083,Karachi-VII,NA-245,Qazi Muhammad Bashir,Pakistan Peoples Party Parliamentarians,15392,168328,841,169169,344004,49.18 %
2084,Karachi-VIII,NA-246,Saifullah Advocate,Independent,604,194278,1281,195554,310045,63.07 %
2085,Karachi-VIII,NA-246,Sohail Ansari,Pakistan Peoples Party Parliamentarians,6741,194278,1281,195554,310045,63.07 %
2086,Karachi-VIII,NA-246,Sufyan Yousuf,Muttahida Qaumi Movement Pakistan,186933,194278,1281,195554,310045,63.07 %
2087,Karachi-IX,NA-247,Azeemuddin Khan,Independent,193,182714,1321,184035,303455,60.00 %
2088,Karachi-IX,NA-247,Dr.Nadeem Ehsan,Muttahida Qaumi Movement Pakistan,168007,182714,1321,184035,303455,60.00 %
2089,Karachi-IX,NA-247,Masood Ahmed,Independent,67,182714,1321,184035,303455,60.00 %
2090,Karachi-IX,NA-247,Muhammad Ilyas Siddique Advocate,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,484,182714,1321,184035,303455,60.00 %
2091,Karachi-IX,NA-247,Saathi Ishaque Advocate,Pakistan Peoples Party Parliamentarians,13963,182714,1321,184035,303455,60.00 %
2092,Karachi-X,NA-248,Ameer Khan Chandio,Independent,25,104565,1849,106414,351345,30.28 %
2093,Karachi-X,NA-248,Ibrahim Rais Advocate,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,267,104565,1849,106414,351345,30.28 %
2094,Karachi-X,NA-248,Muhammad Asim Ahsan,Independent,35,104565,1849,106414,351345,30.28 %
2095,Karachi-X,NA-248,Mukhtar Ali,Independent,57,104565,1849,106414,351345,30.28 %
2096,Karachi-X,NA-248,Nabeel Ahmed Gabol,Pakistan Peoples Party Parliamentarians,84217,104565,1849,106414,351345,30.28 %
2097,Karachi-X,NA-248,Shaikh Maqsood Ahmed,Pakistan Muslim League (N),3888,104565,1849,106414,351345,30.28 %
2098,Karachi-X,NA-248,Shakoor Shad,Independent,9651,104565,1849,106414,351345,30.28 %
2099,Karachi-X,NA-248,Wasiullah Lakhoo,Muttahida Qaumi Movement Pakistan,6326,104565,1849,106414,351345,30.28 %
2100,Karachi-XI,NA-249,Abdul Habib Memon,Pakistan Peoples Party Parliamentarians,73324,180748,1709,182584,388099,47 %
2101,Karachi-XI,NA-249,Abdullah Balouch,Independent,150,180748,1709,182584,388099,47 %
2102,Karachi-XI,NA-249,Dr. Muhammad Farooq Sattar,Muttahida Qaumi Movement Pakistan,103846,180748,1709,182584,388099,47 %
2103,Karachi-XI,NA-249,Muhammad Asif Siddiqui,Independent,76,180748,1709,182584,388099,47 %
2104,Karachi-XI,NA-249,Shabbir Abu Talib,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,3352,180748,1709,182584,388099,47 %
2105,Karachi-XII,NA-250,Abdul Wahab Baloch Advocate,Sindh United Party,21,101731,2445,104179,344657,30.22 %
2106,Karachi-XII,NA-250,Begum Salma Ahmed,Independent,44,101731,2445,104179,344657,30.22 %
2107,Karachi-XII,NA-250,Captain Haleem Ahmed Siddiqui,Independent,1333,101731,2445,104179,344657,30.22 %
2108,Karachi-XII,NA-250,Dr. Mirza Ikhtiar Baig,Pakistan Peoples Party Parliamentarians,44412,101731,2445,104179,344657,30.22 %
2109,Karachi-XII,NA-250,Javaid Ahmed Chhatari Advocate,Independent,56,101731,2445,104179,344657,30.22 %
2110,Karachi-XII,NA-250,Khurram Muhammad Qamar,Pakistan Qaumi League,72,101731,2445,104179,344657,30.22 %
2111,Karachi-XII,NA-250,Khush Bakhat Shujaat,Muttahida Qaumi Movement Pakistan,52045,101731,2445,104179,344657,30.22 %
2112,Karachi-XII,NA-250,Muhammad Ejaz Alam,Independent,72,101731,2445,104179,344657,30.22 %
2113,Karachi-XII,NA-250,Muhammad Farooq Bangsh,Awami National Party,89,101731,2445,104179,344657,30.22 %
2114,Karachi-XII,NA-250,Saleem Zia,Pakistan Muslim League (N),3480,101731,2445,104179,344657,30.22 %
2115,Karachi-XII,NA-250,Tahir Khan,Independent,34,101731,2445,104179,344657,30.22 %
2116,Karachi-XIII,NA-251,Choudhri Umar Hayat Sandhu,Pakistan Peoples Party Parliamentarians,17823,131024,2673,133697,337193,39.64 %
2117,Karachi-XIII,NA-251,Irfanullah Khan Marwat,Independent,6653,131024,2673,133697,337193,39.64 %
2118,Karachi-XIII,NA-251,Mushahiduallh Khan,Pakistan Muslim League (N),22304,131024,2673,133697,337193,39.64 %
2119,Karachi-XIII,NA-251,Qadir Bux,Independent,56,131024,2673,133697,337193,39.64 %
2120,Karachi-XIII,NA-251,Sabir Gola,Independent,324,131024,2673,133697,337193,39.64 %
2121,Karachi-XIII,NA-251,Shamim Ahmed,Independent,327,131024,2673,133697,337193,39.64 %
2122,Karachi-XIII,NA-251,Waseem Akhter,Muttahida Qaumi Movement Pakistan,83537,131024,2673,133697,337193,39.64 %
2123,Karachi-XIV,NA-252,Abdul Hameed Qureshi,Independent,110,115287,2263,117550,277553,42.35 %
2124,Karachi-XIV,NA-252,Abdul Rasheed Godil,Muttahida Qaumi Movement Pakistan,87280,115287,2263,117550,277553,42.35 %
2125,Karachi-XIV,NA-252,Hidayat-ur-Rehman,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,2237,115287,2263,117550,277553,42.35 %
2126,Karachi-XIV,NA-252,Muhammad Yousuf Kureshy,Pakistan Ittehad Tehreek,235,115287,2263,117550,277553,42.35 %
2127,Karachi-XIV,NA-252,Syed Asghar Hussain,Pakistan Peoples Party Parliamentarians,25337,115287,2263,117550,277553,42.35 %
2128,Karachi-XIV,NA-252,Wajid Nazeer,Independent,88,115287,2263,117550,277553,42.35 %
2129,Karachi-XV,NA-253,Aijaz Ali,Independent,26,152843,2744,156342,398527,39.22 %
2130,Karachi-XV,NA-253,Col.(R) Abdul Jabbar Abbasi,Independent,22,152843,2744,156342,398527,39.22 %
2131,Karachi-XV,NA-253,Dr. Muhammad Imtiaz Subhani,Independent,12,152843,2744,156342,398527,39.22 %
2132,Karachi-XV,NA-253,Durre Shahwar Pervez,Independent,183,152843,2744,156342,398527,39.22 %
2133,Karachi-XV,NA-253,Khadim Hussain,Independent,29,152843,2744,156342,398527,39.22 %
2134,Karachi-XV,NA-253,Khawaja Ghulam Hussain,Pakistan Peoples Party (Shaheed Bhutto),50,152843,2744,156342,398527,39.22 %
2135,Karachi-XV,NA-253,Moulana Abdul Karim Abid,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,2747,152843,2744,156342,398527,39.22 %
2136,Karachi-XV,NA-253,Moulana Dr. Muhammad Asad Thanwi,Independent,77,152843,2744,156342,398527,39.22 %
2137,Karachi-XV,NA-253,Muhammad Bakhsh Lashari Advocate,Independent,17,152843,2744,156342,398527,39.22 %
2138,Karachi-XV,NA-253,Qadir Khan Mandokhail  Advocate,Independent,148,152843,2744,156342,398527,39.22 %
2139,Karachi-XV,NA-253,Saboohuddin Malik,Pakistan Muslim League (N),4160,152843,2744,156342,398527,39.22 %
2140,Karachi-XV,NA-253,Shaikh Qasim Shah,Independent,36,152843,2744,156342,398527,39.22 %
2141,Karachi-XV,NA-253,Sultan Shahab Jahangir,Pakistan Muslim League,1025,152843,2744,156342,398527,39.22 %
2142,Karachi-XV,NA-253,Syed Asghar Hussain,Independent,77,152843,2744,156342,398527,39.22 %
2143,Karachi-XV,NA-253,Syed Faisal Raza Abidi,Pakistan Peoples Party Parliamentarians,47101,152843,2744,156342,398527,39.22 %
2144,Karachi-XV,NA-253,Syed Haider Abbas Rizvi,Muttahida Qaumi Movement Pakistan,96973,152843,2744,156342,398527,39.22 %
2145,Karachi-XV,NA-253,Syed Rizwan Ahmed,Jamhoori Wattan Party,119,152843,2744,156342,398527,39.22 %
2146,Karachi-XVI,NA-254,Abdul Sattar Channa,Independent,109,153502,1548,155050,309295,50.13 %
2147,Karachi-XVI,NA-254,Allama Shafqatur Rehman,Independent,218,153502,1548,155050,309295,50.13 %
2148,Karachi-XVI,NA-254,Dr. Muhammad Ayoub Shaikh,Muttahida Qaumi Movement Pakistan,132648,153502,1548,155050,309295,50.13 %
2149,Karachi-XVI,NA-254,Malik Akhtar Hussain Awan,Pakistan Muslim League (N),4965,153502,1548,155050,309295,50.13 %
2150,Karachi-XVI,NA-254,Mansoor Khan,Independent,111,153502,1548,155050,309295,50.13 %
2151,Karachi-XVI,NA-254,Moulana Abdul Hafiz,Pak Muslim Alliance,874,153502,1548,155050,309295,50.13 %
2152,Karachi-XVI,NA-254,Syed Sohail Abrar,Pakistan Peoples Party Parliamentarians,14302,153502,1548,155050,309295,50.13 %
2153,Karachi-XVII,NA-255,Attah Muhammad Ansari,Independent,689,190638,1451,192088,331927,57.8 %
2154,Karachi-XVII,NA-255,Haji Nafees Ahmed Usmani Advocate,Pakistan Peoples Party Parliamentarians,31389,190638,1451,192088,331927,57.8 %
2155,Karachi-XVII,NA-255,Javed Iqbal Khanzada,Independent,401,190638,1451,192088,331927,57.8 %
2156,Karachi-XVII,NA-255,Mir Humayun Ali Zaidi,Independent,66,190638,1451,192088,331927,57.8 %
2157,Karachi-XVII,NA-255,Shahjahan,Independent,122,190638,1451,192088,331927,57.8 %
2158,Karachi-XVII,NA-255,Syed Asif Hassnain,Muttahida Qaumi Movement Pakistan,157971,190638,1451,192088,331927,57.8 %
2159,Karachi-XVIII,NA-256,Brig. ( R ) Umair Ahmed Siddiqui,Independent,245,163868,1326,165160,371067,44.50 %
2160,Karachi-XVIII,NA-256,Iftikhar Anwer Khan,Independent,47,163868,1326,165160,371067,44.50 %
2161,Karachi-XVIII,NA-256,Iqbal Muhammad Ali Khan,Muttahida Qaumi Movement Pakistan,123491,163868,1326,165160,371067,44.50 %
2162,Karachi-XVIII,NA-256,Mirza Maqbool Ahmed,Pakistan Peoples Party Parliamentarians,23829,163868,1326,165160,371067,44.50 %
2163,Karachi-XVIII,NA-256,Muhammad Siddique Rathor,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,442,163868,1326,165160,371067,44.50 %
2164,Karachi-XVIII,NA-256,Shahzia Batul,Awami National Party,160,163868,1326,165160,371067,44.50 %
2165,Karachi-XVIII,NA-256,Zain-ul-Abideen Ansari,Pakistan Muslim League (N),15654,163868,1326,165160,371067,44.50 %
2166,Karachi-XIX,NA-257,Faheem Advocate,Pakistan Muslim League (N),4294,185901,6,188363,386376,48.75 %
2167,Karachi-XIX,NA-257,Riaz Hussain Lund Balouch,Pakistan Peoples Party Parliamentarians,46084,185901,6,188363,386376,48.75 %
2168,Karachi-XIX,NA-257,Sajid Ahmed,Muttahida Qaumi Movement Pakistan,134498,185901,6,188363,386376,48.75 %
2169,Karachi-XIX,NA-257,Sohail Shahzad,Pakistan Peoples Party (Shaheed Bhutto),190,185901,6,188363,386376,48.75 %
2170,Karachi-XIX,NA-257,Sultan Khan Mandokhel,Awami National Party,695,185901,6,188363,386376,48.75 %
2171,Karachi-XIX,NA-257,Syed Hassan Ahmed,Independent,65,185901,6,188363,386376,48.75 %
2172,Karachi-XIX,NA-257,Zahid Iqbal,Independent,75,185901,6,188363,386376,48.75 %
2173,Karachi-XX,NA-258,Abdul Razzaq Raja,Independent,65,169235,2572,171807,418663,41.03 %
2174,Karachi-XX,NA-258,Abdul Sattar Lagari,Independent,105,169235,2572,171807,418663,41.03 %
2175,Karachi-XX,NA-258,Abubakar Memon,Independent,11505,169235,2572,171807,418663,41.03 %
2176,Karachi-XX,NA-258,Dr. Muhammad Ayoub Baloch,Independent,98,169235,2572,171807,418663,41.03 %
2177,Karachi-XX,NA-258,Faheem Ahmed Awan,Independent,45,169235,2572,171807,418663,41.03 %
2178,Karachi-XX,NA-258,Hafiz Zardullah Khan Hassan Zai.,Awami National Party,1476,169235,2572,171807,418663,41.03 %
2179,Karachi-XX,NA-258,Inam-ul-Haque,Independent,95,169235,2572,171807,418663,41.03 %
2180,Karachi-XX,NA-258,Molana Iqbalullah,Independent,1564,169235,2572,171807,418663,41.03 %
2181,Karachi-XX,NA-258,Muhammad Urs Khero,Pakistan Muslim League,419,169235,2572,171807,418663,41.03 %
2182,Karachi-XX,NA-258,Muhammad Younus,Independent,65,169235,2572,171807,418663,41.03 %
2183,Karachi-XX,NA-258,Nisar Ahmed Shar,Muttahida Qaumi Movement Pakistan,15017,169235,2572,171807,418663,41.03 %
2184,Karachi-XX,NA-258,Nisar Ahmed Soomro,Independent,90,169235,2572,171807,418663,41.03 %
2185,Karachi-XX,NA-258,Saleemullah Khan Tarak,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,2965,169235,2572,171807,418663,41.03 %
2186,Karachi-XX,NA-258,Sher Muhammad Balcoh,Pakistan Peoples Party Parliamentarians,134696,169235,2572,171807,418663,41.03 %
2187,Karachi-XX,NA-258,Syed Margoob Hussain Abidi,Independent,17,169235,2572,171807,418663,41.03 %
2188,Karachi-XX,NA-258,Syed Shabir Hussain Shah Lukyari,Independent,967,169235,2572,171807,418663,41.03 %
2189,Karachi-XX,NA-258,Syed Tariq Ali,Independent,46,169235,2572,171807,418663,41.03 %
2190,Quetta,NA-259,Abdul Aziz Khan Khilji Advocate,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,4412,60817,1875,62692,365579,17.14 %
2191,Quetta,NA-259,Abdul Kahliq Hazara,Independent,88,60817,1875,62692,365579,17.14 %
2192,Quetta,NA-259,Abdul Qadir Luni,Independent,84,60817,1875,62692,365579,17.14 %
2193,Quetta,NA-259,Anwar ul Haq alias Anno,Pakistan Muslim League,11387,60817,1875,62692,365579,17.14 %
2194,Quetta,NA-259,Arbab Abdul Ghani Kasi,Muttahida Qaumi Movement Pakistan,586,60817,1875,62692,365579,17.14 %
2195,Quetta,NA-259,Arshad Iqbal Jadoon,Independent,607,60817,1875,62692,365579,17.14 %
2196,Quetta,NA-259,Hafiz Fazal Muhammad,Independent,6661,60817,1875,62692,365579,17.14 %
2197,Quetta,NA-259,Khudai Dad,Awami National Party,1459,60817,1875,62692,365579,17.14 %
2198,Quetta,NA-259,Khudai Noor,Pakistan Muslim League (N),6617,60817,1875,62692,365579,17.14 %
2199,Quetta,NA-259,Lt. General(R) Abdul Qadir Baloch,Independent,1150,60817,1875,62692,365579,17.14 %
2200,Quetta,NA-259,Mir Zarak Khan Zehri.,Independent,470,60817,1875,62692,365579,17.14 %
2201,Quetta,NA-259,Muhammad Kashif,Independent,187,60817,1875,62692,365579,17.14 %
2202,Quetta,NA-259,Rubnia Babar,Independent,266,60817,1875,62692,365579,17.14 %
2203,Quetta,NA-259,Shafiq Ahmed Khan,Independent,183,60817,1875,62692,365579,17.14 %
2204,Quetta,NA-259,Shaheeda Parveen,Independent,704,60817,1875,62692,365579,17.14 %
2205,Quetta,NA-259,Syed Muhammd Fazal Agha,Independent,946,60817,1875,62692,365579,17.14 %
2206,Quetta,NA-259,Syed Nasir Ali Shah alias Syed Abbas,Pakistan Peoples Party Parliamentarians,24936,60817,1875,62692,365579,17.14 %
2207,Quetta,NA-259,Syed Zahir Shah Zadi,Independent,74,60817,1875,62692,365579,17.14 %
2208,Quetta-cum-Chagai-cum-Nushki (Old Quetta-cum-Chaga,NA-260,Abdul Ali Hazara,Independent,149,100597,4175,103513,398782,25.95 %
2209,Quetta-cum-Chagai-cum-Nushki (Old Quetta-cum-Chaga,NA-260,Allah Dad Khan Barraich,Independent,1239,100597,4175,103513,398782,25.95 %
2210,Quetta-cum-Chagai-cum-Nushki (Old Quetta-cum-Chaga,NA-260,Barkat Ali Thamki,Hazara Democratic Party,3174,100597,4175,103513,398782,25.95 %
2211,Quetta-cum-Chagai-cum-Nushki (Old Quetta-cum-Chaga,NA-260,Engineer Noor Ahmed Khan,Awami National Party,1788,100597,4175,103513,398782,25.95 %
2212,Quetta-cum-Chagai-cum-Nushki (Old Quetta-cum-Chaga,NA-260,Lashkar Khan,Independent,167,100597,4175,103513,398782,25.95 %
2213,Quetta-cum-Chagai-cum-Nushki (Old Quetta-cum-Chaga,NA-260,Malik Abdul Rehman Dehwar,Muttahida Qaumi Movement Pakistan,353,100597,4175,103513,398782,25.95 %
2214,Quetta-cum-Chagai-cum-Nushki (Old Quetta-cum-Chaga,NA-260,Malik Sikandar Khan,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,19450,100597,4175,103513,398782,25.95 %
2215,Quetta-cum-Chagai-cum-Nushki (Old Quetta-cum-Chaga,NA-260,Mir Abdul Ghafoor Sarparah,Independent,842,100597,4175,103513,398782,25.95 %
2216,Quetta-cum-Chagai-cum-Nushki (Old Quetta-cum-Chaga,NA-260,Muhammad Abbas,Independent,358,100597,4175,103513,398782,25.95 %
2217,Quetta-cum-Chagai-cum-Nushki (Old Quetta-cum-Chaga,NA-260,Muhammad Arif Badini,Balochistan National Party (Awami),485,100597,4175,103513,398782,25.95 %
2218,Quetta-cum-Chagai-cum-Nushki (Old Quetta-cum-Chaga,NA-260,Sardar Al-Haaj Muhammad Umar Goragaje,Pakistan Peoples Party Parliamentarians,40773,100597,4175,103513,398782,25.95 %
2219,Quetta-cum-Chagai-cum-Nushki (Old Quetta-cum-Chaga,NA-260,Sardar Fateh Muhammad Muhammad Hassani,Pakistan Muslim League,29443,100597,4175,103513,398782,25.95 %
2220,Quetta-cum-Chagai-cum-Nushki (Old Quetta-cum-Chaga,NA-260,Syed Zahir Shah Zaidi,Independent,2376,100597,4175,103513,398782,25.95 %
2221,Pishin-cum-Ziarat,NA-261,Abdul Ghaffar Panezai,Independent,434,81820,3191,85306,297591,28.66 %
2222,Pishin-cum-Ziarat,NA-261,Abdul Rasheed Nasir,Awami National Party,2355,81820,3191,85306,297591,28.66 %
2223,Pishin-cum-Ziarat,NA-261,Abdul Wasay Kakar Advocate,Independent,574,81820,3191,85306,297591,28.66 %
2224,Pishin-cum-Ziarat,NA-261,Akhundzada Badruddin,Pakistan Muslim League (N),1980,81820,3191,85306,297591,28.66 %
2225,Pishin-cum-Ziarat,NA-261,Dr. Gohar Ejaz,Independent,295,81820,3191,85306,297591,28.66 %
2226,Pishin-cum-Ziarat,NA-261,Dr. Taj Muhammad,Independent,5231,81820,3191,85306,297591,28.66 %
2227,Pishin-cum-Ziarat,NA-261,Hafiz Muhammad Musa Jan,Independent,14,81820,3191,85306,297591,28.66 %
2228,Pishin-cum-Ziarat,NA-261,Kaleemullah Tareen,Independent,371,81820,3191,85306,297591,28.66 %
2229,Pishin-cum-Ziarat,NA-261,Malik Nasrullah Khan Kakar,Independent,21,81820,3191,85306,297591,28.66 %
2230,Pishin-cum-Ziarat,NA-261,Molvi Agha Muhammad,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,30611,81820,3191,85306,297591,28.66 %
2231,Pishin-cum-Ziarat,NA-261,Mufti Muhammad Naseem,Independent,77,81820,3191,85306,297591,28.66 %
2232,Pishin-cum-Ziarat,NA-261,Muhammad Anwar Khan Tareen,Independent,149,81820,3191,85306,297591,28.66 %
2233,Pishin-cum-Ziarat,NA-261,Muhammad Sarwar Khan Kakar,Pakistan Muslim League,23350,81820,3191,85306,297591,28.66 %
2234,Pishin-cum-Ziarat,NA-261,Muhammad Yaqoob Ziaratwal,Pakistan Peoples Party Parliamentarians,4178,81820,3191,85306,297591,28.66 %
2235,Pishin-cum-Ziarat,NA-261,Noor Khan Tareen Advocate,Independent,575,81820,3191,85306,297591,28.66 %
2236,Pishin-cum-Ziarat,NA-261,Syed Fazal Muhammad Agha,Independent,1220,81820,3191,85306,297591,28.66 %
2237,Pishin-cum-Ziarat,NA-261,Syed Muhammad Fazal Agha.,Independent,10385,81820,3191,85306,297591,28.66 %
2238,Killa Abdullah,NA-262,Abdul Shakoor Advocate,Independent,147,136235,1492,135268,392221,34.48 %
2239,Killa Abdullah,NA-262,Haji Janan Khan Achakzai.,Independent,13114,136235,1492,135268,392221,34.48 %
2240,Killa Abdullah,NA-262,Haji Rozuddin,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,45590,136235,1492,135268,392221,34.48 %
2241,Killa Abdullah,NA-262,Malik Muhammad Usman Achakzai.,Awami National Party,44455,136235,1492,135268,392221,34.48 %
2242,Killa Abdullah,NA-262,Naseer Ahmed Kakar,Pakistan Muslim League,4880,136235,1492,135268,392221,34.48 %
2243,Killa Abdullah,NA-262,Nazar Muhammad Kakar,Pakistan Peoples Party Parliamentarians,27548,136235,1492,135268,392221,34.48 %
2244,Killa Abdullah,NA-262,Syed Musavir Shah.,Independent,153,136235,1492,135268,392221,34.48 %
2245,Loralai-cum-Musakhel-cum-Barkhan (Old Loralai,NA-263,Bismillah Jan,Awami National Party,444,137762,4405,141854,349596,40.58 %
2246,Loralai-cum-Musakhel-cum-Barkhan (Old Loralai,NA-263,Mir Shah Jahan Khan Khetran,Independent,865,137762,4405,141854,349596,40.58 %
2247,Loralai-cum-Musakhel-cum-Barkhan (Old Loralai,NA-263,Mir Sher Baz Khethran,Independent,111,137762,4405,141854,349596,40.58 %
2248,Loralai-cum-Musakhel-cum-Barkhan (Old Loralai,NA-263,Molvi Faizullah,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,14987,137762,4405,141854,349596,40.58 %
2249,Loralai-cum-Musakhel-cum-Barkhan (Old Loralai,NA-263,Muhammad Asif Tareen,Independent,447,137762,4405,141854,349596,40.58 %
2250,Loralai-cum-Musakhel-cum-Barkhan (Old Loralai,NA-263,Sardar Mir Baz Muhammad Khan Khethran,Pakistan Peoples Party Parliamentarians,30233,137762,4405,141854,349596,40.58 %
2251,Loralai-cum-Musakhel-cum-Barkhan (Old Loralai,NA-263,Sardar Muhammad Israr Tareen,Pakistan Muslim League,0,137762,4405,141854,349596,40.58 %
2252,Loralai-cum-Musakhel-cum-Barkhan (Old Loralai,NA-263,Sardar Muhammad Yaqoob Khan Nasir,Pakistan Muslim League (N),34985,137762,4405,141854,349596,40.58 %
2253,Loralai-cum-Musakhel-cum-Barkhan (Old Loralai,NA-263,Sardar Sanaullah,Independent,120,137762,4405,141854,349596,40.58 %
2254,Loralai-cum-Musakhel-cum-Barkhan (Old Loralai,NA-263,Siraj-ud-Din,Muttahida Qaumi Movement Pakistan,2599,137762,4405,141854,349596,40.58 %
2255,Loralai-cum-Musakhel-cum-Barkhan (Old Loralai,NA-263,Yahya Khan,Independent,153,137762,4405,141854,349596,40.58 %
2256,Zhob-cum-Sherani-cum-Killa Saifullah(Old Zhob-cum-,NA-264,Abdul Khaliq,Independent,622,58782,3290,61952,222330,27.86 %
2257,Zhob-cum-Sherani-cum-Killa Saifullah(Old Zhob-cum-,NA-264,Malik Maula Dad Khan Sherani.,Pakistan Muslim League (N),219,58782,3290,61952,222330,27.86 %
2258,Zhob-cum-Sherani-cum-Killa Saifullah(Old Zhob-cum-,NA-264,Mamoon Khan Kakar,Awami National Party,2877,58782,3290,61952,222330,27.86 %
2259,Zhob-cum-Sherani-cum-Killa Saifullah(Old Zhob-cum-,NA-264,Maulana Malik Muhammad Khan Sherani,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,17066,58782,3290,61952,222330,27.86 %
2260,Zhob-cum-Sherani-cum-Killa Saifullah(Old Zhob-cum-,NA-264,Maulvi Asmatullah,Independent,24204,58782,3290,61952,222330,27.86 %
2261,Zhob-cum-Sherani-cum-Killa Saifullah(Old Zhob-cum-,NA-264,Muhammad Amin Khan Jogezai,Independent,329,58782,3290,61952,222330,27.86 %
2262,Zhob-cum-Sherani-cum-Killa Saifullah(Old Zhob-cum-,NA-264,Sardar Wazir Ahmed Jogezai,Pakistan Peoples Party Parliamentarians,2514,58782,3290,61952,222330,27.86 %
2263,Zhob-cum-Sherani-cum-Killa Saifullah(Old Zhob-cum-,NA-264,Sheikh Jafar Khan Mandokhail,Pakistan Muslim League,10951,58782,3290,61952,222330,27.86 %
2264,Sibi-cum-Kohlu-cum-Dera Bugti-cum-Hernai(Old Sibi-,NA-265,Mir Ahmadan Khan Bugti,Pakistan Muslim League,56715,99592,1720,101312,281867,35.94 %
